Contingency,DeviceName,DeviceType,Action,From Bus Number ,From Bus Name ,To Bus Number ,To Bus Name ,Circuit ID ,,
DLIGHLS8,2134 BRKHLW2_ 2136 BRKHLW2_ 1,LINE,OUT,2134,BRKHLW2_,2136,BRKHLW2_,1,,
DLIGHLS8,2134 BRKHLW2_ 2142 EXECPKWY 1,LINE,OUT,2134,BRKHLW2_,2142,EXECPKWY,1,,
DLIGHLS8,2134 BRKHLW2_ 2244 EULTRIN2 1,LINE,OUT,2134,BRKHLW2_,2244,EULTRIN2,1,,
DLIGNOR5,1916 LIGGETTA 1928 LIGGETT_ 1,LINE,OUT,1916,LIGGETTA,1928,LIGGETT_,1,,
DLIGNOR5,1926 LIGGETT_ 1928 LIGGETT_ 1,LINE,OUT,1926,LIGGETT_,1928,LIGGETT_,1,,
DLIGNOR5,1928 LIGGETT_ 2406 NORWD1_5 1,LINE,OUT,1928,LIGGETT_,2406,NORWD1_5,1,,
DLIGNOR5,2276 IRVHUNT2 2805 IRVHUNT2 1,LINE,OUT,2276,IRVHUNT2,2805,IRVHUNT2,1,,
DLIGNOR5,2407 NORWDPL_ 2805 IRVHUNT2 1,LINE,OUT,2407,NORWDPL_,2805,IRVHUNT2,1,,
DLIGNOR5,2412 MTCK_E8 12804 TRA1T_8 1,LINE,OUT,2412,MTCK_E8,12804,TRA1T_8,1,,
DLIGNOR5,2805 IRVHUNT2 12804 TRA1T_8 1,LINE,OUT,2805,IRVHUNT2,12804,TRA1T_8,1,,
DLIGNR58,1912 MAYFLDN_ 11912 MAYFLDW 1,LINE,OUT,1912,MAYFLDN_,11912,MAYFLDW,1,,
DLIGNR58,1912 MAYFLDN_ 2265 GP_WEST1 1,LINE,OUT,1912,MAYFLDN_,2265,GP_WEST1,1,,
DLIGNR58,1912 MAYFLDN_ 2422 CHILSW_N 1,LINE,OUT,1912,MAYFLDN_,2422,CHILSW_N,1,,
DLIGNR58,1914 MAYFLDS_ 11912 MAYFLDW 1,LINE,OUT,1914,MAYFLDS_,11912,MAYFLDW,1,,
DLIGNR58,1916 LIGGETTA 1928 LIGGETT_ 1,LINE,OUT,1916,LIGGETTA,1928,LIGGETT_,1,,
DLIGNR58,1922 LIGGETT_ 2271 IRVHUNT1 1,LINE,OUT,1922,LIGGETT_,2271,IRVHUNT1,1,,
DLIGNR58,1926 LIGGETT_ 1928 LIGGETT_ 1,LINE,OUT,1926,LIGGETT_,1928,LIGGETT_,1,,
DLIGNR58,1928 LIGGETT_ 2406 NORWD1_5 1,LINE,OUT,1928,LIGGETT_,2406,NORWD1_5,1,,
DLIGNR58,2265 GP_WEST1 2274 DALWRTH1 1,LINE,OUT,2265,GP_WEST1,2274,DALWRTH1,1,,
DLIGNR58,2270 SHDYGRV1 2271 IRVHUNT1 1,LINE,OUT,2270,SHDYGRV1,2271,IRVHUNT1,1,,
DLIGNR58,2270 SHDYGRV1 2274 DALWRTH1 1,LINE,OUT,2270,SHDYGRV1,2274,DALWRTH1,1,,
DLIGNR58,2271 IRVHUNT1 2275 BIG3_GP_ 1,LINE,OUT,2271,IRVHUNT1,2275,BIG3_GP_,1,,
DLIGNR58,2273 IRVHUNT1 2275 BIG3_GP_ 1,LINE,OUT,2273,IRVHUNT1,2275,BIG3_GP_,1,,
DLIGVNS5,1906 VENUS_S5 1916 LIGGETTA 1,LINE,OUT,1906,VENUS_S5,1916,LIGGETTA,1,,
DLIGVNS5,1912 MAYFLDN_ 11912 MAYFLDW 1,LINE,OUT,1912,MAYFLDN_,11912,MAYFLDW,1,,
DLIGVNS5,1912 MAYFLDN_ 2265 GP_WEST1 1,LINE,OUT,1912,MAYFLDN_,2265,GP_WEST1,1,,
DLIGVNS5,1912 MAYFLDN_ 2422 CHILSW_N 1,LINE,OUT,1912,MAYFLDN_,2422,CHILSW_N,1,,
DLIGVNS5,1914 MAYFLDS_ 11912 MAYFLDW 1,LINE,OUT,1914,MAYFLDS_,11912,MAYFLDW,1,,
DLIGVNS5,1916 LIGGETTA 1927 LIGGETT_ 1,LINE,OUT,1916,LIGGETTA,1927,LIGGETT_,1,,
DLIGVNS5,1916 LIGGETTA 1928 LIGGETT_ 1,LINE,OUT,1916,LIGGETTA,1928,LIGGETT_,1,,
DLIGVNS5,1922 LIGGETT_ 2271 IRVHUNT1 1,LINE,OUT,1922,LIGGETT_,2271,IRVHUNT1,1,,
DLIGVNS5,2265 GP_WEST1 2274 DALWRTH1 1,LINE,OUT,2265,GP_WEST1,2274,DALWRTH1,1,,
DLIGVNS5,2270 SHDYGRV1 2271 IRVHUNT1 1,LINE,OUT,2270,SHDYGRV1,2271,IRVHUNT1,1,,
DLIGVNS5,2270 SHDYGRV1 2274 DALWRTH1 1,LINE,OUT,2270,SHDYGRV1,2274,DALWRTH1,1,,
DLIGVNS5,2271 IRVHUNT1 2275 BIG3_GP_ 1,LINE,OUT,2271,IRVHUNT1,2275,BIG3_GP_,1,,
DLIGVNS5,2273 IRVHUNT1 2275 BIG3_GP_ 1,LINE,OUT,2273,IRVHUNT1,2275,BIG3_GP_,1,,
DLNCGRS5,1430 GRHAMSES 1435 LONGCREK 1,LINE,OUT,1430,GRHAMSES,1435,LONGCREK,1,,
DLNCGRS5,1435 LONGCREK 1442 COKFIELD 1,LINE,OUT,1435,LONGCREK,1442,COKFIELD,1,,
DLNCSWE5,1435 LONGCREK 11420 SWEETEA 1,LINE,OUT,1435,LONGCREK,11420,SWEETEA,1,,
DLNCSWE5,1435 LONGCREK 6230 ABMULCE7 1,LINE,OUT,1435,LONGCREK,6230,ABMULCE7,1,,
DLOCDA89,7206 L_DALE__ 7215 L_LOCKHA 1,LINE,OUT,7206,L_DALE__,7215,L_LOCKHA,1,,
DLOCDA89,7216 L_LOCKHA 7325 L_MENDOZ 1,LINE,OUT,7216,L_LOCKHA,7325,L_MENDOZ,1,,
DLOCRED8,7216 L_LOCKHA 7224 L_LULING 1,LINE,OUT,7216,L_LOCKHA,7224,L_LULING,1,,
DLOCRED8,7216 L_LOCKHA 7560 L_REDROC 2,LINE,OUT,7216,L_LOCKHA,7560,L_REDROC,2,,
DLONEQU8,8441 NUECES_B 8452 LON_HILL 1,LINE,OUT,8441,NUECES_B,8452,LON_HILL,1,,
DLONEQU8,8452 LON_HILL 8478 EQUISTAR 1,LINE,OUT,8452,LON_HILL,8478,EQUISTAR,1,,
DLONOR58,5660 ORANGEGR 8452 LON_HILL 1,LINE,OUT,5660,ORANGEGR,8452,LON_HILL,1,,
DLONOR58,8455 LONHILL7 8905 NEDIN7C 1,LINE,OUT,8455,LONHILL7,8905,NEDIN7C,1,,
DLONWAR5,5607 WRBRTN8 8912 MEDIOCR4 1,LINE,OUT,5607,WRBRTN8,8912,MEDIOCR4,1,,
DLONWAR5,8164 COLETO7A 8455 LONHILL7 1,LINE,OUT,8164,COLETO7A,8455,LONHILL7,1,,
DLONWAR5,8452 LON_HILL 8920 HAISLEY4 1,LINE,OUT,8452,LON_HILL,8920,HAISLEY4,1,,
DLONWAR5,8912 MEDIOCR4 8920 HAISLEY4 1,LINE,OUT,8912,MEDIOCR4,8920,HAISLEY4,1,,
DLULHA89,7223 L_LULING 7230 L_HARWOO 1,LINE,OUT,7223,L_LULING,7230,L_HARWOO,1,,
DLULHA89,7224 L_LULING 7245 L_GONZAL 1,LINE,OUT,7224,L_LULING,7245,L_GONZAL,1,,
DLULHA89,7230 L_HARWOO 7231 L_THOMPS 1,LINE,OUT,7230,L_HARWOO,7231,L_THOMPS,1,,
DLULHA89,7231 L_THOMPS 7232 L_WAELDE 1,LINE,OUT,7231,L_THOMPS,7232,L_WAELDE,1,,
DLWSLWS8,2363 CRLTN_NW 37100 TNSOUTH 1,LINE,OUT,2363,CRLTN_NW,37100,TNSOUTH,1,,
DLWSLWS8,37060 TNWEST_ 37080 TNTI___ 1,LINE,OUT,37060,TNWEST_,37080,TNTI___,1,,
DLWSLWS8,37080 TNTI___ 37100 TNSOUTH 1,LINE,OUT,37080,TNTI___,37100,TNSOUTH,1,,
DLWSRNK5,1730 W_KRUM_5 33646 LEWISVL 1,LINE,OUT,1730,W_KRUM_5,33646,LEWISVL,1,,
DLWSRNK5,1849 ROANOKE2 1851 ROANOKE1 1,LINE,OUT,1849,ROANOKE2,1851,ROANOKE1,1,,
DLWSRNK5,1849 ROANOKE2 1853 ROANOKE2 1,LINE,OUT,1849,ROANOKE2,1853,ROANOKE2,1,,
DLWSRNK5,646 LEWISVLSW 1849 ROANOKE2 1,LINE,OUT,646,LEWISVLSW,1849,ROANOKE2,1,,
DLYTFPP5,7055 L_FPPYD2 9074 LYTTON34 1,LINE,OUT,7055,L_FPPYD2,9074,LYTTON34,1,,
DLYTFPP5,9073 HOLMAN 9074 LYTTON34 1,LINE,OUT,9073,HOLMAN,9074,LYTTON34,1,,
DLYTHIC8,7202 L_HICROS 7500 L_TURNER 1,LINE,OUT,7202,L_HICROS,7500,L_TURNER,1,,
DLYTHIC8,9075 LYTTON13 9267 SLAUGHTR 1,LINE,OUT,9075,LYTTON13,9267,SLAUGHTR,1,,
DLYTTUN8,7500 L_TURNER 9075 LYTTON13 1,LINE,OUT,7500,L_TURNER,9075,LYTTON13,1,,
DLYTTUN8,9075 LYTTON13 9267 SLAUGHTR 1,LINE,OUT,9075,LYTTON13,9267,SLAUGHTR,1,,
DLYTZOR5,7040 L_AUSTRO 7042 L_ZORN__ 1,LINE,OUT,7040,L_AUSTRO,7042,L_ZORN__,1,,
DLYTZOR5,7042 L_ZORN__ 9074 LYTTON34 1,LINE,OUT,7042,L_ZORN__,9074,LYTTON34,1,,
DMACPRA8,7668 L_PRAIVI 7670 L_SEAWAY 1,LINE,OUT,7668,L_PRAIVI,7670,L_SEAWAY,1,,
DMACPRA8,7670 L_SEAWAY 7671 L_MACEDO 1,LINE,OUT,7670,L_SEAWAY,7671,L_MACEDO,1,,
DMACPRA8,7671 L_MACEDO 45880 HOCKLY_ 1,LINE,OUT,7671,L_MACEDO,45880,HOCKLY_,1,,
DMAGHAR8,40352 CLINTN_ 41040 MCDONO_ 33,LINE,OUT,40352,CLINTN_,41040,MCDONO_,33,,
DMAGHAR8,40800 HARRIS_ 41040 MCDONO_ 33,LINE,OUT,40800,HARRIS_,41040,MCDONO_,33,,
DMAGHAR8,41040 MCDONO_ 48240 MCDONO3 SR,LINE,OUT,41040,MCDONO_,48240,MCDONO3,SR,,
DMAGHAR8,41160 NINTH__ 47701 MAG_PK0 08,LINE,OUT,41160,NINTH__,47701,MAG_PK0,8,,
DMARBEC8,7349 L_LAKEAE 7540 L_BEECRE 1,LINE,OUT,7349,L_LAKEAE,7540,L_BEECRE,1,,
DMARBEC8,7356 L_MARSFO 7538 L_LAKEWA 1,LINE,OUT,7356,L_MARSFO,7538,L_LAKEWA,1,,
DMARBEE8,7349 L_LAKEAE 7540 L_BEECRE 1,LINE,OUT,7349,L_LAKEAE,7540,L_BEECRE,1,,
DMARBEE8,7477 L_PALEPE 902009 L_MARS 1,LINE,OUT,7477,L_PALEPE,902009,L_MARS,1,,
DMARFL_8,44230 FLEWLN_ 44231 FLEWLN_ 25,LINE,OUT,44230,FLEWLN_,44231,FLEWLN_,25,,
DMARFL_8,44231 FLEWLN_ 44450 MASON__ 25,LINE,OUT,44231,FLEWLN_,44450,MASON__,25,,
DMARFL_8,44450 MASON__ 44510 OBRIEN_ 25,LINE,OUT,44450,MASON__,44510,OBRIEN_,25,,
DMARGPI8,7178 L_MARION 7459 L_GPISWI 1,LINE,OUT,7178,L_MARION,7459,L_GPISWI,1,,
DMARGPI8,7178 L_MARION 7460 L_SHERPO 1,LINE,OUT,7178,L_MARION,7460,L_SHERPO,1,,
DMARLAK8,7349 L_LAKEAE 902009 L_MARS 1,LINE,OUT,7349,L_LAKEAE,902009,L_MARS,1,,
DMARLAK8,7356 L_MARSFO 7538 L_LAKEWA 1,LINE,OUT,7356,L_MARSFO,7538,L_LAKEWA,1,,
DMARMAR8,7348 L_MARBFA 7538 L_LAKEWA 1,LINE,OUT,7348,L_MARBFA,7538,L_LAKEWA,1,,
DMARMAR8,7477 L_PALEPE 902009 L_MARS 1,LINE,OUT,7477,L_PALEPE,902009,L_MARS,1,,
DMARMCN8,7334 L_MCNEIL 7356 L_MARSFO 1,LINE,OUT,7334,L_MCNEIL,7356,L_MARSFO,1,,
DMARMCN8,7356 L_MARSFO 7535 L_BULLHO 1,LINE,OUT,7356,L_MARSFO,7535,L_BULLHO,1,,
DMARPAL8,7356 L_MARSFO 7505 L_TRADPO 1,LINE,OUT,7356,L_MARSFO,7505,L_TRADPO,1,,
DMARPAL8,7477 L_PALEPE 902009 L_MARS 1,LINE,OUT,7477,L_PALEPE,902009,L_MARS,1,,
DMARPAL8,7505 L_TRADPO 7506 L_CEDAVA 1,LINE,OUT,7505,L_TRADPO,7506,L_CEDAVA,1,,
DMARPA_8,7348 L_MARBFA 7538 L_LAKEWA 1,LINE,OUT,7348,L_MARBFA,7538,L_LAKEWA,1,,
DMARPA_8,7351 L_STARCK 7476 L_PALEFA 1,LINE,OUT,7351,L_STARCK,7476,L_PALEFA,1,,
DMARSPI8,7334 L_MCNEIL 7356 L_MARSFO 1,LINE,OUT,7334,L_MCNEIL,7356,L_MARSFO,1,,
DMARSPI8,7356 L_MARSFO 7542 L_SPICEW 1,LINE,OUT,7356,L_MARSFO,7542,L_SPICEW,1,,
DMARZOR5,7042 L_ZORN__ 7044 L_MARION 1,LINE,OUT,7042,L_ZORN__,7044,L_MARION,1,,
DMARZOR5,7044 L_MARION 7050 L_CLEASP 1,LINE,OUT,7044,L_MARION,7050,L_CLEASP,1,,
DMAR_PA8,7356 L_MARSFO 7538 L_LAKEWA 1,LINE,OUT,7356,L_MARSFO,7538,L_LAKEWA,1,,
DMAR_PA8,7477 L_PALEPE 902009 L_MARS 1,LINE,OUT,7477,L_PALEPE,902009,L_MARS,1,,
DMATMAT9,5658 ORANGEGR 5662 ORANGEGR 1,LINE,OUT,5658,ORANGEGR,5662,ORANGEGR,1,,
DMATMAT9,5662 ORANGEGR 8166 CSABLK2A 1,LINE,OUT,5662,ORANGEGR,8166,CSABLK2A,1,,
DMATMAT9,5666 SANDIASU 8166 CSABLK2A 1,LINE,OUT,5666,SANDIASU,8166,CSABLK2A,1,,
DMATMAT9,5666 SANDIASU 8407 MATHIS2A 1,LINE,OUT,5666,SANDIASU,8407,MATHIS2A,1,,
DMATMAT9,5668 MATHISSU 8407 MATHIS2A 1,LINE,OUT,5668,MATHISSU,8407,MATHIS2A,1,,
DMAUTOY8,5007 ALAMO1_8 5297 MAUERMAN 1,LINE,OUT,5007,ALAMO1_8,5297,MAUERMAN,1,,
DMAUTOY8,5297 MAUERMAN 5428 TOYOTA 1,LINE,OUT,5297,MAUERMAN,5428,TOYOTA,1,,
DMAUVAL8,5053 CAGNON3_ 5465 VALLEY 1,LINE,OUT,5053,CAGNON3_,5465,VALLEY,1,,
DMAUVAL8,5297 MAUERMAN 5428 TOYOTA 1,LINE,OUT,5297,MAUERMAN,5428,TOYOTA,1,,
DMBDBNB5,1870 BENBRK_B 1935 SYCMRCRK 1,LINE,OUT,1870,BENBRK_B,1935,SYCMRCRK,1,,
DMBDBNB5,1877 MITCHBND 1880 ROCKYCRK 1,LINE,OUT,1877,MITCHBND,1880,ROCKYCRK,1,,
DMBDBNB5,1886 EVRMAN_E 1935 SYCMRCRK 1,LINE,OUT,1886,EVRMAN_E,1935,SYCMRCRK,1,,
DMCARIO8,6601 RIOPECOS 76600 L_OXTAS 1,LINE,OUT,6601,RIOPECOS,76600,L_OXTAS,1,,
DMCARIO8,6640 CASTLGAP 76600 L_OXTAS 1,LINE,OUT,6640,CASTLGAP,76600,L_OXTAS,1,,
DMCARIO8,76595 L_NORTM 76600 L_OXTAS 1,LINE,OUT,76595,L_NORTM,76600,L_OXTAS,1,,
DMCARIO8,76595 L_NORTM 908066 RIOPEC 1,LINE,OUT,76595,L_NORTM,908066,RIOPEC,1,,
DMCCHIL8,7182 L_MCCALA 7186 L_RARO12 1,LINE,OUT,7182,L_MCCALA,7186,L_RARO12,1,,
DMCCHIL8,7182 L_MCCALA 7491 L_HUNTER 1,LINE,OUT,7182,L_MCCALA,7491,L_HUNTER,1,,
DMCCHIL8,7186 L_RARO12 7190 L_HILLTO 1,LINE,OUT,7186,L_RARO12,7190,L_HILLTO,1,,
DMCDSBY8,11221 TEXHARV 11226 PEMBERT 1,LINE,OUT,11221,TEXHARV,11226,PEMBERT,1,,
DMCDSBY8,1218 GARDCITY 1352 CHALK_9 1,LINE,OUT,1218,GARDCITY,1352,CHALK_9,1,,
DMCDSBY8,1225 GARDCITY 11226 PEMBERT 1,LINE,OUT,1225,GARDCITY,11226,PEMBERT,1,,
DMCDSBY8,1225 GARDCITY 1333 MCDONALD 1,LINE,OUT,1225,GARDCITY,1333,MCDONALD,1,,
DMCDSBY8,1226 ARUBA1_8 11221 TEXHARV 1,LINE,OUT,1226,ARUBA1_8,11221,TEXHARV,1,,
DMCDSBY8,1226 ARUBA1_8 1329 SPRABERY 1,LINE,OUT,1226,ARUBA1_8,1329,SPRABERY,1,,
DMCEBUT8,1339 ESKOTA_8 76319 L_MCELM 1,LINE,OUT,1339,ESKOTA_8,76319,L_MCELM,1,,
DMCEBUT8,6260 SOUTHABI 76317 L_MOORE 1,LINE,OUT,6260,SOUTHABI,76317,L_MOORE,1,,
DMCEBUT8,76317 L_MOORE 76318 L_BUTMA 1,LINE,OUT,76317,L_MOORE,76318,L_BUTMA,1,,
DMCEBUT8,76318 L_BUTMA 76319 L_MCELM 1,LINE,OUT,76318,L_BUTMA,76319,L_MCELM,1,,
DMCNDES8,9076 MCNEILW 9077 MCNEILS 1,LINE,OUT,9076,MCNEILW,9077,MCNEILS,1,,
DMCNDES8,9076 MCNEILW 9079 MCNEILN 1,LINE,OUT,9076,MCNEILW,9079,MCNEILN,1,,
DMCNDES8,9076 MCNEILW 9188 DECK_MB3 1,LINE,OUT,9076,MCNEILW,9188,DECK_MB3,1,,
DMCNDES8,9079 MCNEILN 9193 DESSAU 1,LINE,OUT,9079,MCNEILN,9193,DESSAU,1,,
DMCNDUN8,7334 L_MCNEIL 7336 L_GILLCR 1,LINE,OUT,7334,L_MCNEIL,7336,L_GILLCR,1,,
DMCNDUN8,9045 DUNLAP8 9190 TECHRIDG 1,LINE,OUT,9045,DUNLAP8,9190,TECHRIDG,1,,
DMCNHWR8,7334 L_MCNEIL 7335 L_HOWALA 1,LINE,OUT,7334,L_MCNEIL,7335,L_HOWALA,1,,
DMCNHWR8,9079 MCNEILN 9217 HOWARDLN 1,LINE,OUT,9079,MCNEILN,9217,HOWARDLN,1,,
DMCNJUS8,9077 MCNEILS 9199 FISKVILL 1,LINE,OUT,9077,MCNEILS,9199,FISKVILL,1,,
DMCNJUS8,9080 MCNEIL 9225 JUSTINLN 1,LINE,OUT,9080,MCNEIL,9225,JUSTINLN,1,,
DMCNMAG8,9077 MCNEILS 9238 MAGPLANT 1,LINE,OUT,9077,MCNEILS,9238,MAGPLANT,1,,
DMCNMAG8,9079 MCNEILN 9279 SUMMITN 1,LINE,OUT,9079,MCNEILN,9279,SUMMITN,1,,
DMCNMDL8,1023 MIDLNDE_ 1184 GODDARD_ 1,LINE,OUT,1023,MIDLNDE_,1184,GODDARD_,1,,
DMCNMDL8,11175 BAIRDLA 11177 FASKENC 1,LINE,OUT,11175,BAIRDLA,11177,FASKENC,1,,
DMCNMDL8,1175 TARZANSW 11169 MCKENZI 1,LINE,OUT,1175,TARZANSW,11169,MCKENZI,1,,
DMCNMDL8,1175 TARZANSW 1195 MARNSFLD 1,LINE,OUT,1175,TARZANSW,1195,MARNSFLD,1,,
DMCNMDL8,1177 TEXMABEE 11169 MCKENZI 1,LINE,OUT,1177,TEXMABEE,11169,MCKENZI,1,,
DMCNMDL8,1177 TEXMABEE 11175 BAIRDLA 1,LINE,OUT,1177,TEXMABEE,11175,BAIRDLA,1,,
DMCNMDL8,1179 TEXMATAP 11179 S_CURTI 2,LINE,OUT,1179,TEXMATAP,11179,S_CURTI,2,,
DMCNMDL8,1179 TEXMATAP 900789 GODDAR 2,LINE,OUT,1179,TEXMATAP,900789,GODDAR,2,,
DMCNMDL8,1183 MIDCONW_ 1200 MARNSFLD 2,LINE,OUT,1183,MIDCONW_,1200,MARNSFLD,2,,
DMCNMDL8,1195 MARNSFLD 11179 S_CURTI 2,LINE,OUT,1195,MARNSFLD,11179,S_CURTI,2,,
DMCNMDL8,1200 MARNSFLD 11177 FASKENC 1,LINE,OUT,1200,MARNSFLD,11177,FASKENC,1,,
DMCNMOS5,1018 MOSS_5 1185 MIDCONW_ 1,LINE,OUT,1018,MOSS_5,1185,MIDCONW_,1,,
DMCNMOS5,1019 MOSS_8 1143 AMOCNCTA 1,LINE,OUT,1019,MOSS_8,1143,AMOCNCTA,1,,
DMCNMOS5,1141 HOLTSS_8 1143 AMOCNCTA 1,LINE,OUT,1141,HOLTSS_8,1143,AMOCNCTA,1,,
DMCNMOS5,1143 AMOCNCTA 1144 AMNCOWD_ 1,LINE,OUT,1143,AMOCNCTA,1144,AMNCOWD_,1,,
DMCNSPI8,7334 L_MCNEIL 7356 L_MARSFO 1,LINE,OUT,7334,L_MCNEIL,7356,L_MARSFO,1,,
DMCNSPI8,7334 L_MCNEIL 7542 L_SPICEW 1,LINE,OUT,7334,L_MCNEIL,7542,L_SPICEW,1,,
DMCNSPR8,9076 MCNEILW 9077 MCNEILS 1,LINE,OUT,9076,MCNEILW,9077,MCNEILS,1,,
DMCNSPR8,9076 MCNEILW 9079 MCNEILN 1,LINE,OUT,9076,MCNEILW,9079,MCNEILN,1,,
DMCNSPR8,9076 MCNEILW 9188 DECK_MB3 1,LINE,OUT,9076,MCNEILW,9188,DECK_MB3,1,,
DMCNSPR8,9193 DESSAU 9271 SPRINKLE 1,LINE,OUT,9193,DESSAU,9271,SPRINKLE,1,,
DMCSCDC8,2411 MTCK_W8 3015 CKRELL2_ 1,LINE,OUT,2411,MTCK_W8,3015,CKRELL2_,1,,
DMCSCDC8,2412 MTCK_E8 3014 CKRELL1_ 1,LINE,OUT,2412,MTCK_E8,3014,CKRELL1_,1,,
DMCSCDC8,2493 CCRST_W8 3024 SOKCF2_8 1,LINE,OUT,2493,CCRST_W8,3024,SOKCF2_8,1,,
DMCSCDC8,2494 CCRST_E8 3023 SOKCF1_8 1,LINE,OUT,2494,CCRST_E8,3023,SOKCF1_8,1,,
DMCSCDC8,3014 CKRELL1_ 3016 HMPTN1_8 1,LINE,OUT,3014,CKRELL1_,3016,HMPTN1_8,1,,
DMCSCDC8,3015 CKRELL2_ 3032 LVBRD2T_ 1,LINE,OUT,3015,CKRELL2_,3032,LVBRD2T_,1,,
DMCSCDC8,3016 HMPTN1_8 3018 POLK1T_8 1,LINE,OUT,3016,HMPTN1_8,3018,POLK1T_8,1,,
DMCSCDC8,3017 HMPTN2_8 3019 POLK2T_8 1,LINE,OUT,3017,HMPTN2_8,3019,POLK2T_8,1,,
DMCSCDC8,3017 HMPTN2_8 3032 LVBRD2T_ 1,LINE,OUT,3017,HMPTN2_8,3032,LVBRD2T_,1,,
DMCSCDC8,3018 POLK1T_8 3020 POLK1_8 1,LINE,OUT,3018,POLK1T_8,3020,POLK1_8,1,,
DMCSCDC8,3018 POLK1T_8 3023 SOKCF1_8 1,LINE,OUT,3018,POLK1T_8,3023,SOKCF1_8,1,,
DMCSCDC8,3019 POLK2T_8 3021 POLK2_8 1,LINE,OUT,3019,POLK2T_8,3021,POLK2_8,1,,
DMCSCDC8,3019 POLK2T_8 3024 SOKCF2_8 1,LINE,OUT,3019,POLK2T_8,3024,SOKCF2_8,1,,
DMCSCDC8,3021 POLK2_8 3022 DAVST2_8 1,LINE,OUT,3021,POLK2_8,3022,DAVST2_8,1,,
DMCSCDC8,3032 LVBRD2T_ 3035 LVBRD2_8 1,LINE,OUT,3032,LVBRD2T_,3035,LVBRD2_8,1,,
DMCSCDH8,2411 MTCK_W8 2421 CHILSW_S 1,LINE,OUT,2411,MTCK_W8,2421,CHILSW_S,1,,
DMCSCDH8,2411 MTCK_W8 3042 WMRLD1_8 1,LINE,OUT,2411,MTCK_W8,3042,WMRLD1_8,1,,
DMCSCDH8,2416 MTCK1_9 2492 FSHCRK1_ 1,LINE,OUT,2416,MTCK1_9,2492,FSHCRK1_,1,,
DMDBDCS5,1877 MITCHBND 1880 ROCKYCRK 1,LINE,OUT,1877,MITCHBND,1880,ROCKYCRK,1,,
DMDBDCS5,1877 MITCHBND 1890 DECRDOVA 1,LINE,OUT,1877,MITCHBND,1890,DECRDOVA,1,,
DMDLMKD8,1023 MIDLNDE_ 1178 ADOBEMEW 1,LINE,OUT,1023,MIDLNDE_,1178,ADOBEMEW,1,,
DMDLMKD8,1023 MIDLNDE_ 1184 GODDARD_ 1,LINE,OUT,1023,MIDLNDE_,1184,GODDARD_,1,,
DMDLMKD8,1175 TARZANSW 11169 MCKENZI 1,LINE,OUT,1175,TARZANSW,11169,MCKENZI,1,,
DMDLMKD8,1175 TARZANSW 1195 MARNSFLD 1,LINE,OUT,1175,TARZANSW,1195,MARNSFLD,1,,
DMDLMKD8,1178 ADOBEMEW 1182 MOCKNBRD 1,LINE,OUT,1178,ADOBEMEW,1182,MOCKNBRD,1,,
DMDLMKD8,1179 TEXMATAP 11179 S_CURTI 2,LINE,OUT,1179,TEXMATAP,11179,S_CURTI,2,,
DMDLMKD8,1179 TEXMATAP 900789 GODDAR 2,LINE,OUT,1179,TEXMATAP,900789,GODDAR,2,,
DMDLMKD8,1182 MOCKNBRD 1183 MIDCONW_ 1,LINE,OUT,1182,MOCKNBRD,1183,MIDCONW_,1,,
DMDLMKD8,1195 MARNSFLD 11179 S_CURTI 2,LINE,OUT,1195,MARNSFLD,11179,S_CURTI,2,,
DMEDPEA8,5305 MEDINABS 5335 PEARSAL 1,LINE,OUT,5305,MEDINABS,5335,PEARSAL,1,,
DMEDPEA8,5305 MEDINABS 5350 QUINTANA 1,LINE,OUT,5305,MEDINABS,5350,QUINTANA,1,,
DMENCIC8,5358 RANCHTWN 7665 L_MENGCR 1,LINE,OUT,5358,RANCHTWN,7665,L_MENGCR,1,,
DMENCIC8,7151 L_CICO__ 7665 L_MENGCR 1,LINE,OUT,7151,L_CICO__,7665,L_MENGCR,1,,
DMERSOM8,5030 BRAUNIG_ 5045 BROOKS 1,LINE,OUT,5030,BRAUNIG_,5045,BROOKS,1,,
DMERSOM8,5310 MERIDA 5395 SOMMERS 1,LINE,OUT,5310,MERIDA,5395,SOMMERS,1,,
DMESPRC8,2441 PRCKSW1_ 2752 MSQTFR1_ 1,LINE,OUT,2441,PRCKSW1_,2752,MSQTFR1_,1,,
DMESPRC8,2441 PRCKSW1_ 2759 MSQTWE1_ 1,LINE,OUT,2441,PRCKSW1_,2759,MSQTWE1_,1,,
DMESPRC8,2742 MSQTN1T_ 2747 THRNE1T_ 1,LINE,OUT,2742,MSQTN1T_,2747,THRNE1T_,1,,
DMESPRC8,2742 MSQTN1T_ 904133 MSQTN1 1,LINE,OUT,2742,MSQTN1T_,904133,MSQTN1,1,,
DMESPRC8,2747 THRNE1T_ 12747 THRNE30 1,LINE,OUT,2747,THRNE1T_,12747,THRNE30,1,,
DMESPRC8,2747 THRNE1T_ 2750 THRNE1_8 1,LINE,OUT,2747,THRNE1T_,2750,THRNE1_8,1,,
DMESPRC8,2752 MSQTFR1_ 12747 THRNE30 1,LINE,OUT,2752,MSQTFR1_,12747,THRNE30,1,,
DMESPRC8,831 OATES 2742 MSQTN1T_ 1,LINE,OUT,831,OATES,2742,MSQTN1T_,1,,
DMETCAR8,9120 BURL_DB1 9175 CARSON 1,LINE,OUT,9120,BURL_DB1,9175,CARSON,1,,
