Contingency,DeviceName,DeviceType,Action,From Bus Number ,From Bus Name ,To Bus Number ,To Bus Name ,Circuit ID ,,
SDUPV_28,110687 STONER 110688 STONER BC,LINE,OUT,110687,STONER,110688,STONER,BC,,
SDUPV_28,110687 STONER 110691 DUPV1_ 1,LINE,OUT,110687,STONER,110691,DUPV1_,1,,
SDUPV_D8,110686 DUP2_V 110690 INV_TA 1,LINE,OUT,110686,DUP2_V,110690,INV_TA,1,,
SDUPV_D8,110687 STONER 110688 STONER BC,LINE,OUT,110687,STONER,110688,STONER,BC,,
SDUPV_D8,110688 STONER 110690 INV_TA 1,LINE,OUT,110688,STONER,110690,INV_TA,1,,
SDUPV_D8,8143 V_DUPSW4 110690 INV_TA 1,LINE,OUT,8143,V_DUPSW4,110690,INV_TA,1,,
SDUTMAS9,6006 BRADYTP2 6381 BRADYRE2 1,LINE,OUT,6006,BRADYTP2,6381,BRADYRE2,1,,
SDUTMAS9,6378 SOUTHBRA 6379 BRDS2A 1,LINE,OUT,6378,SOUTHBRA,6379,BRDS2A,1,,
SDUTMAS9,6379 BRDS2A 6381 BRADYRE2 1,LINE,OUT,6379,BRDS2A,6381,BRADYRE2,1,,
SDUTMAS9,6379 BRDS2A 6406 KATEMCY2 1,LINE,OUT,6379,BRDS2A,6406,KATEMCY2,1,,
SDUTMAS9,6381 BRADYRE2 76400 L_DUTTO 1,LINE,OUT,6381,BRADYRE2,76400,L_DUTTO,1,,
SDUTMAS9,6386 CSANSAB2 6406 KATEMCY2 1,LINE,OUT,6386,CSANSAB2,6406,KATEMCY2,1,,
SDUTMAS9,6393 MASN2A 6406 KATEMCY2 1,LINE,OUT,6393,MASN2A,6406,KATEMCY2,1,,
SDUVHLS9,1952 HANDLEY_ 2158 DUVAL1_9 1,LINE,OUT,1952,HANDLEY_,2158,DUVAL1_9,1,,
SDVJN8,47015 BELAIR_ 47411 SHARPS_ 05,LINE,OUT,47015,BELAIR_,47411,SHARPS_,5,,
SDVJN8,47071 DUNVAL0 47192 HILCRF_ 05,LINE,OUT,47071,DUNVAL0,47192,HILCRF_,5,,
SDVJN8,47071 DUNVAL0 47310 JENETA_ 05,LINE,OUT,47071,DUNVAL0,47310,JENETA_,5,,
SDVJN8,47192 HILCRF_ 47411 SHARPS_ 05,LINE,OUT,47192,HILCRF_,47411,SHARPS_,5,,
SDWSLM29,1164 LAMESA_9 18920 CENTDWS 1,LINE,OUT,1164,LAMESA_9,18920,CENTDWS,1,,
SDWSLM29,1356 BUZZDRAW 1362 ACKERLY_ 1,LINE,OUT,1356,BUZZDRAW,1362,ACKERLY_,1,,
SDWSLM29,1362 ACKERLY_ 1363 ACKRLNTC 1,LINE,OUT,1362,ACKERLY_,1363,ACKRLNTC,1,,
SDWSLM29,1363 ACKRLNTC 1364 SPARNBRG 1,LINE,OUT,1363,ACKRLNTC,1364,SPARNBRG,1,,
SDWSLM29,1364 SPARNBRG 18920 CENTDWS 1,LINE,OUT,1364,SPARNBRG,18920,CENTDWS,1,,
SDWSLM29,9413 SLAMESA_ 18920 CENTDWS 1,LINE,OUT,9413,SLAMESA_,18920,CENTDWS,1,,
SE1CAG8,5345 PINN_RD 5490 WSTSIDE 1,LINE,OUT,5345,PINN_RD,5490,WSTSIDE,1,,
SE3S18,5230 HOWARD 5390 SOMERSET 1,LINE,OUT,5230,HOWARD,5390,SOMERSET,1,,
SE3X28,5290 LYTLE 5390 SOMERSET 1,LINE,OUT,5290,LYTLE,5390,SOMERSET,1,,
SE4BIG8,8203 PLEASANT 8221 BIG_FOOT 1,LINE,OUT,8203,PLEASANT,8221,BIG_FOOT,1,,
SE4LEO8,5260 LEON_CRK 5429 TRUMBO 1,LINE,OUT,5260,LEON_CRK,5429,TRUMBO,1,,
SE4PLE8,5429 TRUMBO 8203 PLEASANT 1,LINE,OUT,5429,TRUMBO,8203,PLEASANT,1,,
SEAFSRB8,40540 ESFORK_ 41360 ROLLEN_ 06,LINE,OUT,40540,ESFORK_,41360,ROLLEN_,6,,
SEAFSRB8,40540 ESFORK_ 41405 S_R_B__ 06,LINE,OUT,40540,ESFORK_,41405,S_R_B__,6,,
SEAGALT9,78105 L_EAGLL 78528 L_PARKT 1,LINE,OUT,78105,L_EAGLL,78528,L_PARKT,1,,
SEAGALT9,78106 L_ALTAI 78526 L_RIPUT 1,LINE,OUT,78106,L_ALTAI,78526,L_RIPUT,1,,
SEAGALT9,78524 L_PRPUT 78526 L_RIPUT 1,LINE,OUT,78524,L_PRPUT,78526,L_RIPUT,1,,
SEAGALT9,78524 L_PRPUT 78528 L_PARKT 1,LINE,OUT,78524,L_PRPUT,78528,L_PARKT,1,,
SEAGALT9,8523 PRAIRPMP 78524 L_PRPUT 1,LINE,OUT,8523,PRAIRPMP,78524,L_PRPUT,1,,
SEAGALT9,8527 RIVER_SD 78526 L_RIPUT 1,LINE,OUT,8527,RIVER_SD,78526,L_RIPUT,1,,
SEAGALT9,8529 PARKER2A 78528 L_PARKT 1,LINE,OUT,8529,PARKER2A,78528,L_PARKT,1,,
SEAGEAG8,38118 TNETOYA 38119 TNETOYA 1,LINE,OUT,38118,TNETOYA,38119,TNETOYA,1,,
SEAGES28,8260 ESCONDID 8270 EAGLE_PS 2,LINE,OUT,8260,ESCONDID,8270,EAGLE_PS,2,,
SEAGESC8,8260 ESCONDID 8270 EAGLE_PS 1,LINE,OUT,8260,ESCONDID,8270,EAGLE_PS,1,,
SEAGHAM8,8255 HAMILTON 8692 MAVERICK 1,LINE,OUT,8255,HAMILTON,8692,MAVERICK,1,,
SEAGHAM8,8267 GANSO4A 8692 MAVERICK 1,LINE,OUT,8267,GANSO4A,8692,MAVERICK,1,,
SEAGMB8,40500 EAGLE__ 41111 MT_BEL_ 86,LINE,OUT,40500,EAGLE__,41111,MT_BEL_,86,,
SEAGMB8,41111 MT_BEL_ 41113 MT_BEL_ 86,LINE,OUT,41111,MT_BEL_,41113,MT_BEL_,86,,
SEASCSS8,32000 CSST 32896 BRYN_EA 1,LINE,OUT,32000,CSST,32896,BRYN_EA,1,,
SEBALAM8,7060 L_EBABSM 7063 L_NARUNA 1,LINE,OUT,7060,L_EBABSM,7063,L_NARUNA,1,,
SEBALAM8,7060 L_EBABSM 7100 L_BURNET 1,LINE,OUT,7060,L_EBABSM,7100,L_BURNET,1,,
SEBALAM8,7063 L_NARUNA 7064 L_LAMPAS 1,LINE,OUT,7063,L_NARUNA,7064,L_LAMPAS,1,,
SECEHLT8,1141 HOLTSS_8 132313 ECEC_8 1,LINE,OUT,1141,HOLTSS_8,132313,ECEC_8,1,,
SECLBRA8,8252 BRACKETT 181682 ECLIPS 1,LINE,OUT,8252,BRACKETT,181682,ECLIPS,1,,
SECMGPI8,7459 L_GPISWI 7463 L_ECMORN 1,LINE,OUT,7459,L_GPISWI,7463,L_ECMORN,1,,
SECMPAR8,7463 L_ECMORN 7611 L_PARKWA 1,LINE,OUT,7463,L_ECMORN,7611,L_PARKWA,1,,
SECNMO28,1019 MOSS_8 1250 YUKONSS_ 2,LINE,OUT,1019,MOSS_8,1250,YUKONSS_,2,,
SECTPAY9,1761 BONHMSS_ 1765 ECTOR1_9 1,LINE,OUT,1761,BONHMSS_,1765,ECTOR1_9,1,,
SECTPAY9,1764 BELLS1_9 11761 STONCRK 2,LINE,OUT,1764,BELLS1_9,11761,STONCRK,2,,
SECTPAY9,1764 BELLS1_9 1765 ECTOR1_9 1,LINE,OUT,1764,BELLS1_9,1765,ECTOR1_9,1,,
SECTPAY9,1764 BELLS1_9 37140 TNBELLS 1,LINE,OUT,1764,BELLS1_9,37140,TNBELLS,1,,
SECTWIN9,1254 ODBASSS_ 1255 ODESBASN 1,LINE,OUT,1254,ODBASSS_,1255,ODESBASN,1,,
SECTWIN9,1255 ODESBASN 1261 GOLDGFTA 1,LINE,OUT,1255,ODESBASN,1261,GOLDGFTA,1,,
SECTWIN9,1256 GOLDSMIT 1261 GOLDGFTA 1,LINE,OUT,1256,GOLDSMIT,1261,GOLDGFTA,1,,
SECTWIN9,1257 ECTRSHLT 11257 ECTRSHL 1,LINE,OUT,1257,ECTRSHLT,11257,ECTRSHL,1,,
SECTWIN9,1257 ECTRSHLT 1261 GOLDGFTA 1,LINE,OUT,1257,ECTRSHLT,1261,GOLDGFTA,1,,
SEDDWWE9,147 LORENA 3578 LORENA_9 1,LINE,OUT,147,LORENA,3578,LORENA_9,1,,
SEDDWWE9,147 LORENA 3580 EDDY1_9 1,LINE,OUT,147,LORENA,3580,EDDY1_9,1,,
SEDDWWE9,3437 WACO_W1_ 3578 LORENA_9 1,LINE,OUT,3437,WACO_W1_,3578,LORENA_9,1,,
SEDDWWE9,3580 EDDY1_9 3581 TROY1_9 1,LINE,OUT,3580,EDDY1_9,3581,TROY1_9,1,,
SEDDWWE9,3581 TROY1_9 3644 TEMPLE1_ 1,LINE,OUT,3581,TROY1_9,3644,TEMPLE1_,1,,
SEDECRM9,6376 CRM1TP2A 907820 EDEN2A 1,LINE,OUT,6376,CRM1TP2A,907820,EDEN2A,1,,
SEDECRM9,6376 CRM1TP2A 9481 ENLKTP_9 1,LINE,OUT,6376,CRM1TP2A,9481,ENLKTP_9,1,,
SEDECRM9,6377 CRMWD12A 9481 ENLKTP_9 1,LINE,OUT,6377,CRMWD12A,9481,ENLKTP_9,1,,
SEDECRM9,9480 ENTLKI_9 9481 ENLKTP_9 1,LINE,OUT,9480,ENTLKI_9,9481,ENLKTP_9,1,,
SEDEYEL9,6363 YELWJCKT 6372 EDEN2A 1,LINE,OUT,6363,YELWJCKT,6372,EDEN2A,1,,
SEDIFOA5,60500 EDITHCL 142563 FOARDC 1,LINE,OUT,60500,EDITHCL,142563,FOARDC,1,,
SED_DEC8,9187 DECK_MB1 9196 ED_BLUE 1,LINE,OUT,9187,DECK_MB1,9196,ED_BLUE,1,,
SED_KIN8,9122 KINGSMB1 9196 ED_BLUE 1,LINE,OUT,9122,KINGSMB1,9196,ED_BLUE,1,,
SEFPCRL8,2385 NTHLK_S8 2587 ELMFK2T_ 1,LINE,OUT,2385,NTHLK_S8,2587,ELMFK2T_,1,,
SEFPCRL8,2578 CRLTNE_8 2587 ELMFK2T_ 1,LINE,OUT,2578,CRLTNE_8,2587,ELMFK2T_,1,,
SEFPCRL8,2581 ELMFKN2_ 2587 ELMFK2T_ 1,LINE,OUT,2581,ELMFKN2_,2587,ELMFK2T_,1,,
SEFPCRL8,2581 ELMFKN2_ 2589 ELMFK2_8 1,LINE,OUT,2581,ELMFKN2_,2589,ELMFK2_8,1,,
SEILELB8,79608 SU_ELBO 79620 SU_EILA 1,LINE,OUT,79608,SU_ELBO,79620,SU_EILA,1,,
SEILPCT8,11337 POLECAT 79620 SU_EILA 1,LINE,OUT,11337,POLECAT,79620,SU_EILA,1,,
SEL2NNT8,2481 ELEVEE_W 12863 SLOTM2_ 1,LINE,OUT,2481,ELEVEE_W,12863,SLOTM2_,1,,
SEL2NNT8,2863 NNET3_8 12863 SLOTM2_ 1,LINE,OUT,2863,NNET3_8,12863,SLOTM2_,1,,
SELBBUL8,79604 BULLDOG 79608 SU_ELBO 1,LINE,OUT,79604,BULLDOG,79608,SU_ELBO,1,,
SELBLNG5,1058 LONGSHOR 131652 ELB_1_ 1,LINE,OUT,1058,LONGSHOR,131652,ELB_1_,1,,
SELCRIC9,5535 RICEBIRD 5538 ELCAMPOS 1,LINE,OUT,5535,RICEBIRD,5538,ELCAMPOS,1,,
SELERIL5,6101 RILEY7A 141351 ELECTR 1,LINE,OUT,6101,RILEY7A,141351,ELECTR,1,,
SELGGID8,3674 ELGIN_ET 13674 ELGIN_E 1,LINE,OUT,3674,ELGIN_ET,13674,ELGIN_E,1,,
SELGGID8,3674 ELGIN_ET 7326 L_SWIFTE 1,LINE,OUT,3674,ELGIN_ET,7326,L_SWIFTE,1,,
SELGGID8,3674 ELGIN_ET 7331 L_CEDAHI 1,LINE,OUT,3674,ELGIN_ET,7331,L_CEDAHI,1,,
SELGGIL8,3650 ELGIN_SS 7336 L_GILLCR 1,LINE,OUT,3650,ELGIN_SS,7336,L_GILLCR,1,,
SELGSI38,5792 SIOUXSUB 85005 ELGATO4 1,LINE,OUT,5792,SIOUXSUB,85005,ELGATO4,1,,
SELGSND8,3650 ELGIN_SS 13430 SAND_TX 1,LINE,OUT,3650,ELGIN_SS,13430,SAND_TX,1,,
SELKFOR5,2437 FRNY1_5 13105 TRICORN 1,LINE,OUT,2437,FRNY1_5,13105,TRICORN,1,,
SELKFOR5,3105 ELKTON_5 13105 TRICORN 1,LINE,OUT,3105,ELKTON_5,13105,TRICORN,1,,
SELKMLS5,3100 MARTINLK 3105 ELKTON_5 1,LINE,OUT,3100,MARTINLK,3105,ELKTON_5,1,,
SELKPLS9,3273 PALESTNE 3285 ELKHART_ 1,LINE,OUT,3273,PALESTNE,3285,ELKHART_,1,,
SELKPLS9,3285 ELKHART_ 3290 ELKGUFTA 1,LINE,OUT,3285,ELKHART_,3290,ELKGUFTA,1,,
SELKPLS9,3286 GRAPELND 3289 CROCKETT 1,LINE,OUT,3286,GRAPELND,3289,CROCKETT,1,,
SELKPLS9,3286 GRAPELND 3290 ELKGUFTA 1,LINE,OUT,3286,GRAPELND,3290,ELKGUFTA,1,,
SELKPLS9,3290 ELKGUFTA 3291 SLOCUMTA 1,LINE,OUT,3290,ELKGUFTA,3291,SLOCUMTA,1,,
SELKPLS9,3291 SLOCUMTA 3293 ELKGULF_ 1,LINE,OUT,3291,SLOCUMTA,3293,ELKGULF_,1,,
SELMBND8,855 ELMGROVE 968 BENDAVIS_ 1,LINE,OUT,855,ELMGROVE,968,BENDAVIS_,1,,
SELMELM8,855 ELMGROVE 2705 GDELMGRV 1,LINE,OUT,855,ELMGROVE,2705,GDELMGRV,1,,
SELMMA25,5133 ELMCREEK 7044 L_MARION 2,LINE,OUT,5133,ELMCREEK,7044,L_MARION,2,,
SELMMAR5,5133 ELMCREEK 7044 L_MARION 1,LINE,OUT,5133,ELMCREEK,7044,L_MARION,1,,
SELMSK35,5133 ELMCREEK 5371 SKYLINE_ 2,LINE,OUT,5133,ELMCREEK,5371,SKYLINE_,2,,
SELMSKY5,5133 ELMCREEK 5371 SKYLINE_ 1,LINE,OUT,5133,ELMCREEK,5371,SKYLINE_,1,,
SELMST25,5133 ELMCREEK 5915 SO_TEX__ 1,LINE,OUT,5133,ELMCREEK,5915,SO_TEX__,1,,
SELMSTP5,5133 ELMCREEK 5915 SO_TEX__ 2,LINE,OUT,5133,ELMCREEK,5915,SO_TEX__,2,,
SELMTH25,3405 THOUSE__ 3406 ELM_MOTT 1,LINE,OUT,3405,THOUSE__,3406,ELM_MOTT,1,,
SELRWOL8,7209 L_ELROY_ 7212 L_WOLFLA 1,LINE,OUT,7209,L_ELROY_,7212,L_WOLFLA,1,,
SELTELT9,5516 ELTOROSW 5518 ELTOROSW 1,LINE,OUT,5516,ELTOROSW,5518,ELTOROSW,1,,
SELTELT9,5518 ELTOROSW 5520 ELTOROSU 1,LINE,OUT,5518,ELTOROSW,5520,ELTOROSU,1,,
SELTELT9,5518 ELTOROSW 5522 EDNASUB9 1,LINE,OUT,5518,ELTOROSW,5522,EDNASUB9,1,,
SELTVAN9,5516 ELTOROSW 5582 VANDERBL 1,LINE,OUT,5516,ELTOROSW,5582,VANDERBL,1,,
SELV89N8,2482 ELEVEE_E 2810 8009003_ 1,LINE,OUT,2482,ELEVEE_E,2810,8009003_,1,,
SELVNNT8,2482 ELEVEE_E 12862 SLOTM1_ 1,LINE,OUT,2482,ELEVEE_E,12862,SLOTM1_,1,,
SELVNNT8,2862 NNET2_8 12862 SLOTM1_ 1,LINE,OUT,2862,NNET2_8,12862,SLOTM1_,1,,
SELVNOR8,2405 NORWDPL_ 2481 ELEVEE_W 1,LINE,OUT,2405,NORWDPL_,2481,ELEVEE_W,1,,
SELVWL28,2399 WLEVEE_E 2482 ELEVEE_E 1,LINE,OUT,2399,WLEVEE_E,2482,ELEVEE_E,1,,
SELVWLV8,2400 WLEVEE_W 2481 ELEVEE_W 1,LINE,OUT,2400,WLEVEE_W,2481,ELEVEE_W,1,,
SELVWNT8,2481 ELEVEE_W 2874 WNET1_8 1,LINE,OUT,2481,ELEVEE_W,2874,WNET1_8,1,,
SELYABN9,1340 ESKOTA_9 6247 TRNT2A 1,LINE,OUT,1340,ESKOTA_9,6247,TRNT2A,1,,
SELYABN9,6225 ABNTHWST 60405 CAPELLA 1,LINE,OUT,6225,ABNTHWST,60405,CAPELLA,1,,
SELYABN9,6242 MERK2A 60405 CAPELLA 1,LINE,OUT,6242,MERK2A,60405,CAPELLA,1,,
SELYABN9,6242 MERK2A 6246 MKLT2A 1,LINE,OUT,6242,MERK2A,6246,MKLT2A,1,,
SELYABN9,6246 MKLT2A 6247 TRNT2A 1,LINE,OUT,6246,MKLT2A,6247,TRNT2A,1,,
SELYABN9,6246 MKLT2A 6252 SCOTT2A 1,LINE,OUT,6246,MKLT2A,6252,SCOTT2A,1,,
SELYABN9,6251 ELY2A 60405 CAPELLA 1,LINE,OUT,6251,ELY2A,60405,CAPELLA,1,,
SELZHC18,11853 BLUEMOU 11855 JNDAY_R 1,LINE,OUT,11853,BLUEMOU,11855,JNDAY_R,1,,
SELZHC18,11853 BLUEMOU 33550 WELINGT 1,LINE,OUT,11853,BLUEMOU,33550,WELINGT,1,,
SELZHC18,1852 ROANOKE2 1866 ELIZCRK1 3,LINE,OUT,1852,ROANOKE2,1866,ELIZCRK1,3,,
SELZHC18,1866 ELIZCRK1 11855 JNDAY_R 1,LINE,OUT,1866,ELIZCRK1,11855,JNDAY_R,1,,
SELZHC18,2082 HICKS_SW 11853 BLUEMOU 1,LINE,OUT,2082,HICKS_SW,11853,BLUEMOU,1,,
SELZHC28,11852 BLUEDOV 903116 ELIZCR 1,LINE,OUT,11852,BLUEDOV,903116,ELIZCR,1,,
SELZHC28,1854 ROANOKE1 903116 ELIZCR 1,LINE,OUT,1854,ROANOKE1,903116,ELIZCR,1,,
SELZHC28,2082 HICKS_SW 11852 BLUEDOV 2,LINE,OUT,2082,HICKS_SW,11852,BLUEDOV,2,,
SELZHC28,550 WELLINGTO 11852 BLUEDOV 1,LINE,OUT,550,WELLINGTO,11852,BLUEDOV,1,,
SELZRN28,576 RHOME 585 CHISOLM 1,LINE,OUT,576,RHOME,585,CHISOLM,1,,
SELZRN28,585 CHISOLM 602 AVONDALE 1,LINE,OUT,585,CHISOLM,602,AVONDALE,1,,
SELZRN28,602 AVONDALE 640 ROANOKE 1,LINE,OUT,602,AVONDALE,640,ROANOKE,1,,
SELZRN28,640 ROANOKE 903115 ELIZCR 1,LINE,OUT,640,ROANOKE,903115,ELIZCR,1,,
SELZRN28,903089 ROANOK 903115 ELIZCR 1,LINE,OUT,903089,ROANOK,903115,ELIZCR,1,,
SEMMHC28,11860 EAGLEMN 12065 EGLMTLA 1,LINE,OUT,11860,EAGLEMN,12065,EGLMTLA,1,,
SEMMHC28,12065 EGLMTLA 12066 EMMC2_8 1,LINE,OUT,12065,EGLMTLA,12066,EMMC2_8,1,,
SEMMHC28,2082 HICKS_SW 12065 EGLMTLA 1,LINE,OUT,2082,HICKS_SW,12065,EGLMTLA,1,,
SEMOLTP8,1698 SULSP_SS 1723 LIBERTY_ 1,LINE,OUT,1698,SULSP_SS,1723,LIBERTY_,1,,
SEMOLTP8,1723 LIBERTY_ 3171 EMORYNOR 1,LINE,OUT,1723,LIBERTY_,3171,EMORYNOR,1,,
SEMOLTP8,1723 LIBERTY_ 6800 LIBTY_RC 1,LINE,OUT,1723,LIBERTY_,6800,LIBTY_RC,1,,
SEMOLTP8,3163 DCVERC_8 12467 ABLSPRG 1,LINE,OUT,3163,DCVERC_8,12467,ABLSPRG,1,,
SEMOLTP8,3163 DCVERC_8 3165 TAWAKRC_ 1,LINE,OUT,3163,DCVERC_8,3165,TAWAKRC_,1,,
SEMOLTP8,3163 DCVERC_8 3169 IRONBRG_ 1,LINE,OUT,3163,DCVERC_8,3169,IRONBRG_,1,,
SEMOLTP8,3165 TAWAKRC_ 3167 ENTERPRI 1,LINE,OUT,3165,TAWAKRC_,3167,ENTERPRI,1,,
SEMOLTP8,3165 TAWAKRC_ 6918 TAWK_RC 1,LINE,OUT,3165,TAWAKRC_,6918,TAWK_RC,1,,
SEMOLTP8,3167 ENTERPRI 3168 IRONBRTA 1,LINE,OUT,3167,ENTERPRI,3168,IRONBRTA,1,,
SEMOLTP8,3167 ENTERPRI 6919 ENTPR_RC 1,LINE,OUT,3167,ENTERPRI,6919,ENTPR_RC,1,,
SEMOLTP8,3168 IRONBRTA 3170 EMORY_8 1,LINE,OUT,3168,IRONBRTA,3170,EMORY_8,1,,
SEMOLTP8,3168 IRONBRTA 3181 EDGEWOOD 1,LINE,OUT,3168,IRONBRTA,3181,EDGEWOOD,1,,
SEMOLTP8,3170 EMORY_8 3172 EMORYNOD 1,LINE,OUT,3170,EMORY_8,3172,EMORYNOD,1,,
SEMOLTP8,3171 EMORYNOR 3172 EMORYNOD 1,LINE,OUT,3171,EMORYNOR,3172,EMORYNOD,1,,
SEMOLTP8,3171 EMORYNOR 6730 NESS 1,LINE,OUT,3171,EMORYNOR,6730,NESS,1,,
SEMOLTP8,3172 EMORYNOD 6914 EMORY_RC 1,LINE,OUT,3172,EMORYNOD,6914,EMORY_RC,1,,
SEMOLTP8,3174 CANTNSW_ 3181 EDGEWOOD 1,LINE,OUT,3174,CANTNSW_,3181,EDGEWOOD,1,,
SEMPNO28,2407 NORWDPL_ 2800 REGRW1_8 1,LINE,OUT,2407,NORWDPL_,2800,REGRW1_8,1,,
SEMPNO28,2796 EPCNT1T_ 12487 DENDR1_ 1,LINE,OUT,2796,EPCNT1T_,12487,DENDR1_,1,,
SEMPNO28,2796 EPCNT1T_ 2798 EPCNT1_8 1,LINE,OUT,2796,EPCNT1T_,2798,EPCNT1_8,1,,
SEMPNO28,2796 EPCNT1T_ 2800 REGRW1_8 1,LINE,OUT,2796,EPCNT1T_,2800,REGRW1_8,1,,
SEMPNOR8,2405 NORWDPL_ 2797 EPCNT2T_ 1,LINE,OUT,2405,NORWDPL_,2797,EPCNT2T_,1,,
SEMPNOR8,2488 DENDR_W8 2801 REGRW2_8 1,LINE,OUT,2488,DENDR_W8,2801,REGRW2_8,1,,
SEMPNOR8,2797 EPCNT2T_ 2799 EPCNT2_8 1,LINE,OUT,2797,EPCNT2T_,2799,EPCNT2_8,1,,
SEMPNOR8,2797 EPCNT2T_ 2801 REGRW2_8 1,LINE,OUT,2797,EPCNT2T_,2801,REGRW2_8,1,,
SEMSHC28,1860 EAGLEMNT 11860 EAGLEMN 1,LINE,OUT,1860,EAGLEMNT,11860,EAGLEMN,1,,
SEMSHC28,1860 EAGLEMNT 2082 HICKS_SW 1,LINE,OUT,1860,EAGLEMNT,2082,HICKS_SW,1,,
SEMSPKR5,1436 PARKER_5 1859 EAGLEMNT 1,LINE,OUT,1436,PARKER_5,1859,EAGLEMNT,1,,
SENAWKN9,60090 WKNBR 180852 ENAS_1 1,LINE,OUT,60090,WKNBR,180852,ENAS_1,1,,
SENGFLA8,7248 L_FLATON 7250 L_ENGLE_ 1,LINE,OUT,7248,L_FLATON,7250,L_ENGLE_,1,,
SENGFLA8,7250 L_ENGLE_ 7252 L_SCHULE 1,LINE,OUT,7250,L_ENGLE_,7252,L_SCHULE,1,,
SENSEN28,2241 ENNS_W_8 2329 ENNSSW_8 1,LINE,OUT,2241,ENNS_W_8,2329,ENNSSW_8,1,,
SENSENS8,192 TELICO 2331 ENNS_PMP 1,LINE,OUT,192,TELICO,2331,ENNS_PMP,1,,
SENSENS8,192 TELICO 3454 MONTFTSS 1,LINE,OUT,192,TELICO,3454,MONTFTSS,1,,
SENSENS8,216 ENNIS 2331 ENNS_PMP 1,LINE,OUT,216,ENNIS,2331,ENNS_PMP,1,,
SENSENS8,2329 ENNSSW_8 2330 CRISP1_8 1,LINE,OUT,2329,ENNSSW_8,2330,CRISP1_8,1,,
SENSENS8,2330 CRISP1_8 2331 ENNS_PMP 1,LINE,OUT,2330,CRISP1_8,2331,ENNS_PMP,1,,
SENSENW8,2241 ENNS_W_8 2324 ENNS_S_8 1,LINE,OUT,2241,ENNS_W_8,2324,ENNS_S_8,1,,
SENSENW8,2324 ENNS_S_8 2325 ENNS_8 1,LINE,OUT,2324,ENNS_S_8,2325,ENNS_8,1,,
SENSENW8,2324 ENNS_S_8 2326 ENNS_SE_ 1,LINE,OUT,2324,ENNS_S_8,2326,ENNS_SE_,1,,
SENSENW8,2325 ENNS_8 2329 ENNSSW_8 1,LINE,OUT,2325,ENNS_8,2329,ENNSSW_8,1,,
SENTMLS5,3100 MARTINLK 3116 MTENTRPR 1,LINE,OUT,3100,MARTINLK,3116,MTENTRPR,1,,
SENTTR25,3116 MTENTRPR 3124 TRINDAD2 1,LINE,OUT,3116,MTENTRPR,3124,TRINDAD2,1,,
SEPDHLS8,1951 HANDLEYD 2169 EPDC_STH 1,LINE,OUT,1951,HANDLEYD,2169,EPDC_STH,1,,
SEPDHLS8,2169 EPDC_STH 2179 EPDC2_8 1,LINE,OUT,2169,EPDC_STH,2179,EPDC2_8,1,,
SEPDNMS8,1961 NMAIN1_8 2170 EPDC_FRN 1,LINE,OUT,1961,NMAIN1_8,2170,EPDC_FRN,1,,
SEPDNMS8,2170 EPDC_FRN 2180 EPDC3_8 1,LINE,OUT,2170,EPDC_FRN,2180,EPDC3_8,1,,
SEPRLN8,40762 RALYND_ 40855 JORDAN_ 59,LINE,OUT,40762,RALYND_,40855,JORDAN_,59,,
SEPWIN8,40510 ENPROD_ 40855 JORDAN_ 48,LINE,OUT,40510,ENPROD_,40855,JORDAN_,48,,
SES2FRI8,6525 ESMERALD 6562 FDRAN4A 1,LINE,OUT,6525,ESMERALD,6562,FDRAN4A,1,,
SESCFRI8,7507 L_FRIEND 7672 L_ESCARP 1,LINE,OUT,7507,L_FRIEND,7672,L_ESCARP,1,,
SESCGAN8,8260 ESCONDID 8267 GANSO4A 1,LINE,OUT,8260,ESCONDID,8267,GANSO4A,1,,
SESCMAN8,7504 L_MANCHA 7672 L_ESCARP 1,LINE,OUT,7504,L_MANCHA,7672,L_ESCARP,1,,
SESFFO28,2438 FRNY1_8 2769 ESIDE1T_ 1,LINE,OUT,2438,FRNY1_8,2769,ESIDE1T_,1,,
SESFFO28,2756 MSQTE1_8 2769 ESIDE1T_ 1,LINE,OUT,2756,MSQTE1_8,2769,ESIDE1T_,1,,
SESFFO28,2757 LARKINRD 2760 ESIDE3_8 1,LINE,OUT,2757,LARKINRD,2760,ESIDE3_8,1,,
SESFFO28,2757 LARKINRD 2770 ESIDE1_8 1,LINE,OUT,2757,LARKINRD,2770,ESIDE1_8,1,,
SESFFO28,2760 ESIDE3_8 2769 ESIDE1T_ 1,LINE,OUT,2760,ESIDE3_8,2769,ESIDE1T_,1,,
SESKFLT9,1340 ESKOTA_9 1377 FLINTTAP 1,LINE,OUT,1340,ESKOTA_9,1377,FLINTTAP,1,,
SESKFLT9,1377 FLINTTAP 901538 FLINTK 1,LINE,OUT,1377,FLINTTAP,901538,FLINTK,1,,
SESKFLT9,1377 FLINTTAP 901541 USGYPT 1,LINE,OUT,1377,FLINTTAP,901541,USGYPT,1,,
SESKNLN9,1340 ESKOTA_9 1406 OAKCREEK 1,LINE,OUT,1340,ESKOTA_9,1406,OAKCREEK,1,,
SESKNLN9,1406 OAKCREEK 1409 NOLANWTA 1,LINE,OUT,1406,OAKCREEK,1409,NOLANWTA,1,,
SESKNLN9,1407 LONESTAR 1409 NOLANWTA 1,LINE,OUT,1407,LONESTAR,1409,NOLANWTA,1,,
